17839,noun,outer bark of the cork oak; used for stoppers for bottles etc.,پوست بیرونی بلوط چوب پنبه ؛ برای درب های بطری و غیره استفاده می شود ,1
17848,noun,a female bartender,یک متصدی خانم بار ,1
17938,noun,a large cask (especially one holding a volume equivalent to 2 hogsheads or 126 gallons),یک کاسک بزرگ (مخصوصاً یكی كه حجمی معادل 2 سر گراز یا 126 گالن دارد) ,1
18838,verb,"emit light; be bright, as of the sun or a light; ""The sun shone bright that day""; ""The fire beamed on their faces""","تابش نور، چه نور خورشید یا نور دیگری. ""آن روز خورشید روشن درخشید""؛ ""آتش به صورتهای شان تابیده میشد"" ",1
18839,verb,guide with a beacon,راهنمایی کردن با چراغ راهنما ,1
18840,verb,"take somebody somewhere; ""We lead him to our chief""; ""can you take me to the main entrance?""; ""He conducted us to the palace""","کسی را به جایی ببر ""ما او را به سمت رئیس خود سوق می دهیم""؛ ""آیا می توانید من را به ورودی اصلی ببرید؟""؛ ""او ما را به قصر هدایت کرد"" ",1
18841,noun,a fire (usually on a hill or tower) that can be seen from a distance,آتش سوزیی (معمولاً روی تپه یا برج) که از دور دیده می شود ,1
18842,noun,a signal that involves visual communication,سیگنالی که شامل ارتباط تصویری است ,1
18843,noun,a fire set as a signal,آتشی که به عنوان سیگنال گذاشته شده است ,1
18844,noun,a radio station that broadcasts a directional signal for navigational purposes,یک ایستگاه رادیویی که یک سیگنال جهت دار را برای اهداف ناوبری پخش می کند ,1
18845,noun,station for the production and transmission of radio broadcasts,ایستگاه تولید و انتقال پخش رادیویی ,0
18846,noun,a tower with a light that gives warning of shoals to passing ships,برجی که با نور به کشتی هایی که عبور میکنند اخطار می دهد ,1
18847,noun,a great lighthouse (500 feet high) built at Alexandria in 285 BC,یک فانوس دریایی عالی (500 فوت ارتفاع) که در اسکندریه در سال 285 قبل از میلاد ساخته شده است ,1
17939,noun,a large cask especially one holding 63 gals,یک کاسک بزرگ مخصوصاً یكی كه 63 گالن در آن نگهداری می شود ,1
18848,verb,"form into beads, as of water or sweat, for example",به عنوان مثال به صورت مهره ، مانند آب یا عرق در بیایید ,1
18849,verb,"assume a form or shape; ""the water formed little beads""","یک فرم یا شکل را در نظر بگیرید ""آب دانه های کوچکی تشکیل داد"" ",1
18850,verb,string together like beads,رشته ای کنار هم مانند مهره ها ,1
18851,noun,a small ball with a hole through the middle,یک توپ کوچک با یک سوراخ در وسط ,1
18852,noun,a tubular glass or plastic bead sewn onto clothing for decoration,یک مهره لوله ای شیشه ای یا  پلاستیکی برای تزئین روی لباس دوخته شده است ,1
18853,noun,"a shape that is spherical and small; ""he studied the shapes of low-viscosity drops""; ""beads of sweat on his forehead""","یک شکل کروی و کوچک است. ""او اشکال قطرات با ویسکوزیته پایین را مطالعه کرد""؛ ""قطره های عرق بر پیشانی او"" ",1
18854,noun,anything shaped like a falling drop (as a pendant gem on an earring),هر چیزی که به شکل قطره در حال ریختن است (به عنوان نگین آویز روی گوشواره) ,1
18855,noun,a drop of dew, قطره ای شبنم ,1
18856,noun,a beaded molding for edging or decorating furniture,قالب مهره ای برای لبه یا تزئین مبلمان ,1
18857,noun,beading formed with a narrow groove separating it from the surface it decorates,مهره با شیاری باریک متشکل که آن را از سطحی که تزئین می کند جدا می کند ,1
17940,noun,small cask or barrel,بشکه کوچک یا بشکه ,1
18858,noun,a minor parish official who serves as an usher and preserves order at services,یک مقام رسمی پایین مرتبه  کلیسا که به عنوان یک مأمور تبلیغاتی عمل می کند و نظم خدمات را حفظ می کند ,1
18859,noun,United States biologist who discovered how hereditary characteristics are transmitted by genes (1903-1989),زیست شناس اهل ایالات متحده که کشف کرد چگونه ویژگی های ارثی توسط ژن ها منتقل می شود (1909-1989) ,1
18860,noun,a person who is paid to pray for the soul of another,شخصی که برای دعا کردن برای روح دیگری پول می گیرد ,1
18861,noun,someone who prays to God,کسی که به درگاه خداوند دعا می کند ,1
18862,noun,ornamentation with beads,تزئینکاری با مهره ها ,1
18863,adjective,"small and round and shiny like a shiny bead or button; ""bright beady eyes""; ""black buttony eyes""","کوچک و گرد و براق مانند یک مهره یا دکمه براق ؛ ""چشمهای مهره ای روشن""؛ ""چشمهای دکمه ای سیاه"" ",1
18864,adjective,covered with beads or jewels or sequins,پوشیده از مهره یا جواهرات یا پولک ,1
18865,adjective,provided with something intended to increase its beauty or distinction,چیزی ارائه شده است که قصد دارد زیبایی یا تمایز آن را افزایش دهد ,1
18866,noun,a small short-legged smooth-coated breed of hound,نژاد سگ شکاری با پوشش پشم صاف و پا کوتاه ,1
18867,verb,hit lightly with a picking motion,با یک حرکت  به آرامی ضربه بزنید ,1
17941,noun,a barrel holding vinegar in which cucumbers are pickled,یک بشکه ای که سرکه نگه میدارد  که در آن خیار ترشی می کنیم ,1
18868,noun,"beaklike mouth of animals other than birds (e.g., turtles)", دهانهای حیوانات منقار مانند که از پرندگان نیستند (به عنوان مثال ، لاک پشت ها) ,1
18869,noun,"the externally visible part of the oral cavity on the face and the system of organs surrounding the opening; ""she wiped lipstick from her mouth""","قسمت قابل مشاهده خارجی حفره دهان در صورت و سیستم ارگانهای اطراف دهانه ؛ ""او رژ لب را از دهان خود پاک کرد"" ",1
18870,noun,horny projecting mouth of a bird,دهان شاخدار یک پرنده  ,1
18871,noun,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,مهره داران تخمگذار خونگرم که با پرها و اندام های جلویی که به صورت بال اند مشخص می شود ,1
18872,noun,"the organ of smell and entrance to the respiratory tract; the prominent part of the face of man or other mammals; ""he has a cold in the nose""","اندام بو و ورود به دستگاه تنفسی ؛ قسمت برجسته صورت انسان یا سایر پستانداران. ""بینی او سرما خورده است"" ",1
18873,noun,a flatbottomed jar made of glass or plastic; used for chemistry,یک شیشه تخت  ساخته شده از شیشه یا پلاستیک که برای شیمی استفاده می شود ,1
18874,noun,a vessel (usually cylindrical) with a wide mouth and without handles,یک ظرف (معمولاً استوانه ای) با دهانی پهن و بدون دسته ,1
18875,noun,a cup (usually without a handle),یک فنجان (معمولاً بدون دسته) ,1
18876,noun,"a small open container usually used for drinking; usually has a handle; ""he put the cup back in the saucer""; ""the handle of the cup was missing""","یک ظرف کوچک سر باز که معمولاً برای نوشیدن استفاده می شود. معمولاً دسته دارد. ""او فنجان را دوباره در نعلبکی گذاشت""؛ ""دسته فنجان گم شده بود"" ",1
18877,verb,smile radiantly; express joy through one's facial expression,لبخند درخشان ؛ شادی را از طریق حالت چهره بیان میکند ,1
17942,noun,a disassembled barrel; the parts packed for storage or shipment,یک بشکه جدا شده قطعات بسته بندی شده برای ذخیره سازی یا حمل و نقل ,0
18878,verb,"change one's facial expression by spreading the lips, often to signal pleasure",تغییر حالت چهره با گشادن لب ها ، اغلب برای نشان دادن لذت ,1
18879,verb,"shine hard; ""The sun beat down on the hikers""","سخت بدرخشید؛ ""خورشید بر کوهنوردان"" ",1
18880,verb,"shine intensely; ""The sun glared down on us""","درخشش شدید ""خورشید به ما خیره شد"" ",1
18881,verb,"shine with a sudden light; ""The night sky flared with the massive bombardment""","با نور ناگهانی درخشید؛ ""آسمان شب با بمباران عظیمی شعله ور شد"" ",1
18882,verb,"shine brighter than; ""What star outshines the sun?""","درخشش روشن تر از؛ ""کدام ستاره  از خورشید روشنتر میتابد است؟"" ",1
18883,verb,"shine with a weak or fitful light; ""Beech leaves shimmered in the moonlight""","درخشش با نور ضعیف یا مناسب؛ ""برگ های راش در زیر نور مهتاب براق می شوند"" ",1
18884,verb,"shine unsteadily; ""The candle flickered""","درخشش ناپایدار ""شمع چشمک زد"" ",1
18885,verb,"shine brightly and intensively; ""Meteors blazed across the atmosphere""","شدید و روشن درخشید ""شهاب سنگ ها در سراسر جو شعله ور شدند"" ",1
18886,verb,"emit or reflect light in a flickering manner; ""Does a constellation twinkle more brightly than a single star?""","تابش یا انعکاس نور به صورت چشمک زنان. ""آیا یک صورت فلکی از یک ستاره بیشتر می درخشد؟"" ",1
18887,verb,"shine intensely, as if with heat; ""The coals were glowing in the dark""; ""The candles were burning""","درخشش شدید ، مثل اینکه با گرما. ""زغال ها در تاریکی می درخشیدند""؛ ""شمع ها می سوختند"" ",1
17943,noun,a large cask especially one holding a volume equivalent to 2 butts or 252 gals,یک بشکه بزرگ مخصوصاً یکی که حجمی معادل 2 بت یا 252 گالن دارد ,1
18888,verb,"express with a beaming face or smile; ""he beamed his approval""","با صورت تابان یا لبخند بیان کنید ""او موافقت خود را نشان داد"" ",1
18889,verb,"experience a feeling of well-being or happiness, as from good health or an intense emotion; ""She was beaming with joy""; ""Her face radiated with happiness""","احساس سلامتی یا خوشبختی ، مانند سلامتی یا احساس شدید. ""او از شادی درخشان بود""؛ ""چهره اش از شادی تابیده شد"" ",0
18890,noun,a signal transmitted along a narrow path; guides pilots in darkness or bad weather,یک سیگنال که در یک مسیر باریک منتقل میشود ؛ خلبانان را در تاریکی یا هوای بد راهنمایی می کند ,1
18891,noun,support that is a constituent part of any structure or building,پشتیبانیی که جز ساختار تشکیل دهنده هر سازه یا بنایی است ,1
18892,noun,a beam built up from boards; has a hollow rectangular cross section,پرتو ساخته شده از تخته ها ؛ دارای مقطع مستطیل توخالی است ,1
18893,noun,projecting horizontal beam fixed at one end only,پرتو افقی تابنده به صورت ثابت تنها در یک انتها,1
18894,noun,a beam made usually of steel; a main support in a structure,یک پرتو ساخته شده از فولاد ؛ یک پشتیبانی اصلی در یک سازه ,1
18895,noun,"a framing member crossing and supporting the ends of joists, studs, or rafters so as to transfer their weight to parallel joists, studs, or rafters",عضو قاب بندی شده و از انتهای تیرچه ها ، گل میخ ها یا تیرچه ها پشتیبانی می کند تا وزن آنها را به تیرچه ها ، ناودانی ها یا تیرهای موازی منتقل کند ,0
18896,noun,horizontal beam used as a finishing piece over a door or window,تیر افقی به عنوان قطعه پایانی در و پنجره استفاده می شود ,1
18897,noun,beam used to support floors or roofs,تیرچه ای که برای حمایت از کف یا سقف استفاده می شود ,1
17944,noun,a barrel that holds wine,بشکه ای که شراب را در خود نگه می دارد ,1
18898,noun,one of the main longitudinal beams (or plates) of the hull of a vessel; can extend vertically into the water to provide lateral stability,یکی از تیرهای اصلی طولی (یا صفحات) بدنه کشتی؛ می تواند به طور عمودی در آب امتداد یابد تا ثبات جانبی ایجاد کند ,1
18899,noun,a longitudinal beam connected to the keel of ship to strengthen it,یک پرتو طولی برای تقویت فلکه کشتی به آن متصل است ,1
18900,noun,a horizontal beam (or plate) connected to the top of a ship's vertical keel or to the keelson,یک تیر افقی (یا صفحه) متصل به بالای دریچه عمودی کشتی یا به تیر پایینی  ,1
18901,noun,a beam laid along the edge where two sloping sides of a roof meet at the top; provides an attachment for the upper ends of rafters,تیرچه ای که در امتداد لبه قرار گرفته و دو طرف شیب دار سقف در بالای هم قرار می گیرند. که یک پیوست را برای انتهای بالایی تیرچه فراهم می کند ,1
18902,noun,a beam or timber that is propped against a structure to provide support,تیر یا چوبی که برای تأمین پشتیبانی در برابر سازه قرار گرفته است ,1
18903,noun,"a horizontal beam used to prevent two other structural members from spreading apart or separating; ""he nailed the rafters together with a tie beam""","یک پرتو افقی که برای جلوگیری از جدا شدن یا بسط خوردن دو عضو سازه استفاده می شود. ""او تیرها را با یک تیر متصل کننده به هم میخ زد"" ",1
18904,noun,a beam made of wood,میله ساخته شده از چوب ,1
18905,noun,a horizontal beam that extends across something,یک میله افقی که در امتداد چیزی امتداد دارد ,1
18906,noun,a column of light (as from a beacon),یک ستون نور (مانند یک چراغ راهنما) ,1
18907,noun,"(physics) electromagnetic radiation that can produce a visual sensation; ""the light was filtered through a soft glass window""","(فیزیک) تابش الکترومغناطیسی که می تواند احساس بصری ایجاد کند. ""نور از طریق یک پنجره شیشه ای نرم فیلتر شد"" ",1
17945,noun,opening in the rear of the barrel of a gun where bullets can be loaded,باز کردن در پشت لوله تفنگ که در آن می توان گلوله ها را گذاشت ,1
18908,noun,a ray that produces a thermal effect,اشعه ای که اثر حرارتی ایجاد می کند ,1
18909,noun,the beam of a car's headlights that provides distant illumination,پرتوی چراغهای جلو اتومبیل که نور دور را فراهم می کند ,1
18910,noun,a ray of moonlight,پرتوی مهتاب ,1
18911,noun,a ray of sunlight,پرتوی از نور خورشید ,1
18912,noun,a beam of light generated by a laser,پرتوی نوری که توسط لیزر تولید می شود ,1
18913,noun,the beam of a car's headlights that provides illumination for a short distance,پرتو چراغهای جلو اتومبیل که روشنایی را برای مسافت کوتاه فراهم می کند ,1
18914,noun,a group of nearly parallel lines of electromagnetic radiation,گروهی از خطوط تقریباً موازی اشعه الکترومغناطیسی ,1
18915,noun,radiation consisting of waves of energy associated with electric and magnetic fields resulting from the acceleration of an electric charge,تشعشع متشکل از امواج انرژی مرتبط با میدان های الکتریکی و مغناطیسی ناشی از شتاب یک بار الکتریکی ,1
18916,noun,a beam of electrons emitted by the cathode of an electrical discharge tube,پرتویی از الکترونها که توسط کاتد یک لوله خالی از هوای الکتریکی ساطع می شود ,1
18917,noun,a collimated flow of particles (atoms or electrons or molecules),جریان جمع شده ذرات (اتم یا الکترون یا مولکول) ,1
17946,noun,a plug used to close a hole in a barrel or flask,سر ای که برای بستن سوراخ در بشکه یا فلاسک استفاده می شود ,1
18918,noun,(nautical) breadth amidships,(دریایی) وسعت در میان میادین ,1
18919,noun,the extent of something from side to side,وسعت چیزی از این طرف به آن طرف ,1
18920,noun,a gymnastic apparatus used by women gymnasts,دستگاه ژیمناستیک که توسط بانوان ژیمناست استفاده می شود ,1
18921,noun,sports equipment used in gymnastic exercises,تجهیزات ورزشی مورد استفاده در تمرینات ژیمناستیک ,1
18922,adjective,"cheerful and bright; ""a beaming smile""; ""a glad May morning""","شاد و روشن؛ ""یک پرتو لبخند ""؛ ""یک صبح ماه مه خوشحال"" ",1
18923,adjective,"being full of or promoting cheer; having or showing good spirits; ""her cheerful nature""; ""a cheerful greeting""; ""a cheerful room""; ""as cheerful as anyone confined to a hospital bed could be""","پر بودن یا تشویق کردن داشتن روحیه خوب یا نشان دادن آن ""طبیعت شاد او"" ؛ ""یک سلام شاد""؛ ""یک اتاق شاد""؛ ""به همان اندازه که هر کسی که در تخت بیمارستان باشد ، می تواند شاد باشد"" ",0
18924,adjective,"pleased and proud; ""beaming parents""","خوشحال و سربلند "" والدین تابان"" ",1
18925,adjective,"radiating or as if radiating light; ""the beaming sun""; ""the effulgent daffodils""; ""a radiant sunrise""; ""a refulgent sunset""","تابش یا مانند تابش نور ؛ ""خورشید تابان""؛ ""گل نرگس افشان""؛ ""یک طلوع آفتاب تابشی""؛ ""یک غروب آفتاب شاد"" ",1
18926,adjective,"broad in the beam; ""a beamy cargo ship""","دارای زیره پهن؛ ""یک کشتی باری"" ",1
18927,adjective,"having great (or a certain) extent from one side to the other; ""wide roads""; ""a wide necktie""; ""wide margins""; ""three feet wide""; ""a river two miles broad""; ""broad shoulders""; ""a broad river""","داشتن دامنه بزرگ (یا معین) از این سو به آن سو. ""جاده های گسترده""؛ ""یك گردن پهن""؛ ""حاشیه های گسترده""؛ ""عرض سه پا""؛ ""رودخانه ای به وسعت دو مایل""؛ ""شانه های پهن""؛ ""یک رودخانه وسیع"" ",1
17947,noun,one of several thin slats of wood forming the sides of a barrel or bucket,یکی از چندین پوشه نازک چوبی که کناره های یک بشکه یا سطل را تشکیل می دهد ,1
18928,verb,"hit on the head, especially with a pitched baseball",به سر ضربه بزنید ، مخصوصاً با بیس بال بیضوی ,1
18929,noun,any of various edible seeds of plants of the family Leguminosae used for food,هر یک از دانه های خوراکی مختلف گیاهان از خانواده Leguminosae که برای غذا استفاده می شود ,1
18930,noun,any of various leguminous plants grown for their edible seeds and pods,هر یک از گیاهان مختلف حبوباتی که برای بذرها و غلافهای خوراکی آنها را رشد میدهند,1
18931,noun,the seedpod of a leguminous plant (such as peas or beans or lentils),هسته دانه یک گیاه حبوباتی (مانند نخود فرنگی یا لوبیا یا عدس) ,1
18932,noun,Old World tropical bean,لوبیای گرمسیری جهان قدیم ,1
18933,noun,any of numerous beans eaten either fresh or dried,هر یک از لوبیاهای متعددی که به صورت تازه یا خشک خورده می شوند ,1
18934,noun,most highly proteinaceous vegetable crop known, محصول گیاهی شناخته شده  دارای بیشترین پروتئین ,1
18935,noun,any of various seeds or fruits that are beans or resemble beans,هر یک از دانه ها یا میوه های مختلف که لوبیا هستند یا شبیه لوبیا هستند ,1
18936,noun,a small hard fruit,یک میوه کوچک سخت ,1
18937,noun,fragrant black nutlike seeds of the tonka bean tree; used in perfumes and medicines and as a substitute for vanilla,دانه های معطر سیاه دانه درخت تونکا ؛ در عطرها و داروها و به عنوان جایگزین وانیل استفاده می شود ,1
17849,noun,the keeper of a public house,نگهبان یک خانه عمومی ,1
17948,noun,a plug for a bunghole in a cask,یک سر برای  سوراخ سر یک بشکه ,1
18938,noun,mesquite pod used in tanning and dying,غلاف پخته شده که برای برنزه کردن و رنگ دادن استفاده میشود,1
18939,noun,dark brown highly poisonous seed of the calabar-bean vine; source of physostigmine and used in native witchcraft,دانه قهوه ای تیره بسیار سمی انگور کالوبار منبع فیزوستیگمین و در جادوگری بومی استفاده می شود ,1
18940,noun,twisted seed pods of the divi-divi tree; source of tannin,غلافهای بذر پیچ خورده درخت divi-divi ؛ منبع تانن ,1
18941,noun,long pod containing small beans and sweetish edible pulp; used as animal feed and source of a chocolate substitute,غلاف بلند حاوی لوبیای کوچک و تفاله خوراکی شیرین. به عنوان خوراک دام و منبع جایگزین شکلات استفاده می شود ,1
18942,noun,a source of oil; used for forage and soil improvement and as food,یک منبع روغن ؛ برای بهبود علوفه و خاک و به عنوان غذا استفاده می شود ,1
18943,noun,seed of the broad-bean plant,دانه گیاه لوبیای پهن ,1
18944,noun,"a large family of trees, shrubs, vines, and herbs bearing bean pods; divided for convenience into the subfamilies Caesalpiniaceae; Mimosaceae; Papilionaceae",خانواده بزرگی از درختان ، بوته ها ، انگورها و گیاهانی که غلاف لوبیا دارند. برای راحتی به زیر خانواده های Caesalpiniaceae تقسیم می شوند. میموساسه Papilionaceae ,1
18945,noun,an erect or climbing bean or pea plant of the family Leguminosae,یک گیاه لوبیا یا نخود بلند و یا بالا رونده  از خانواده حبوبات ,1
18946,noun,a bean plant whose bushy growth needs no supports,یک گیاه لوبیا که رشد بوته ای آن به هیچ گونه حمایت کننده ای نیاز ندارد ,1
18947,noun,a climbing bean plant that will climb a wall or tree or trellis,یک گیاه لوبیای بالا رونده که از یک دیوار یا درخت یا گل مایل  بالا می رود ,1
17949,noun,a bulging cylindrical shape; hollow with flat ends,یک شکل استوانه ای برجسته ؛ توخالی با انتهای صاف ,1
18948,noun,a bean plant grown primarily for its edible seed rather than its pod,یک گیاه لوبیا به جای غلاف ، بیشتر برای بذر خوراکی رشد می کند ,1
18949,noun,any of several trees having seedpods as fruits,از چندین درختی که غلاف دانه به عنوان میوه دارند ,1
18950,noun,tall tropical South American tree having pulpy egg-shaped pods of fragrant black almond-shaped seeds used for flavoring,درخت بلند و گرمسیری آمریکای جنوبی دارای غلافهای تخم مرغی شکل از تخمه های بادام سیاه معطر و مورد استفاده برای طعم دادن ,0
18951,noun,evergreen Mediterranean tree with edible pods; the biblical carob,درخت مدیترانه ای همیشه سبز با غلاف های خوراکی. خرنوب کتاب مقدس ,1
18952,noun,long-lived tropical evergreen tree with a spreading crown and feathery evergreen foliage and fragrant flowers yielding hard yellowish wood and long pods with edible chocolate-colored acidic pulp,درخت همیشه سبز گرمسیری با تاج گسترش یافته و شاخ و برگ همیشه سبز پر و گلهای معطر که چوب زرد مایل به سخت و غلاف های طولانی با تفاله خوراکی اسیدی رنگ شکلاتی ,1
18953,noun,Australian tree having pinnate leaves and orange-yellow flowers followed by large woody pods containing 3 or 4 seeds that resemble chestnuts; yields dark strong wood,درخت استرالیایی دارای برگهای پرچین و گلهای زرد نارنجی و به دنبال آن غلافهای چوبی بزرگ حاوی 3 یا 4 دانه که شبیه شاه بلوط هستند. چوب محکم و تیره تولید می کند ,1
18954,noun,tree of the genus Catalpa with large leaves and white flowers followed by long slender pods,درختی از تیره Catalpa با برگهای بزرگ و گلهای سفید و به دنبال آن غلافهای بلند و باریک ,1
18955,noun,a small skullcap; formerly worn by schoolboys and college freshmen,یک کلاه کوچک قبلاً توسط بچه های مدرسه و تازه وارد دانشگاه پوشیده شده بود ,1
18956,noun,rounded brimless cap fitting the crown of the head,کلاهک بدون لبه گرد و مناسب تاج سر ,1
18957,verb,"have; ""bear a resemblance""; ""bear a signature""","دارند؛ ""شباهت دارد""؛ خصوصیت خاص دارد"" ",1
17950,noun,a surface generated by rotating a parallel line around a fixed line,سطحی که با چرخش یک خط موازی به دور یک خط ثابت ایجاد می شود ,1
18958,verb,"have on the surface or on the skin; ""carry scars""","روی سطح یا روی پوست داشته باشید. ""زخم داشتن""  ",1
18959,verb,"cause_to_be_born; ""My wife had twins yesterday!""","علت_به دنیا آمدن ؛ ""همسرم دیروز دوقلو داشت!"" ",1
18960,verb,"bring forth or yield; ""The tree would not produce fruit""","بیرون آوردن یا تولید کردن ""درخت میوه نمی دهد"" ",1
18961,verb,give birth to twins,دوقلو به دنیا آوردن ,1
18962,verb,"give birth; used for animals; ""The cow dropped her calf this morning""","زایمان کردن برای حیوانات استفاده می شود ""گاو صبح امروز گوساله اش را زایید"" ",1
18963,verb,"give birth to a foal; ""the mare foaled""","کره اسب به دنیا آورد ""مادیان از بین رفت"" ",1
18964,verb,"have kittens; ""our cat kittened again this year""","بچه گربه داشته باشید ""گربه ما امسال هم بچه گربه کرد"" ",1
18965,verb,"give birth to a lamb; ""the ewe lambed""","یک بره به دنیا بیاورید ""بره زایید"" ",1
18966,verb,give birth to a litter of animals,یک سری حیوانات به دنیا آوردن ,1
18967,verb,"be pregnant with; ""She is bearing his child""; ""The are expecting another child in January""; ""I am carrying his child""","باردار بودن با ""او فرزندش را به دنیا می آورد""؛ ""آنها در ماه ژانویه در انتظار فرزند دیگری هستند""؛ ""من فرزند او را حمل می کنم"" ",0
17951,noun,the quantity that a barrel (of any size) will hold,مقداری که بشکه (از هر اندازه) در خود نگه می دارد ,1
